id.orig_p,id.resp_h,missed_bytes,resp_bytes,resp_pkts,id.resp_p,conn_state,orig_pkts,proto,id.orig_h,duration,orig_bytes,proto_enc,ai_label,ai_anomalie,ai_score
49682,23.205.249.136,0,6152.0,14,443,RSTO,12,tcp,10.1.17.215,0.3065180778503418,579.0,1,NORMAL,False,0.0
53352,10.1.17.2,0,185.0,1,53,SF,1,udp,10.1.17.215,0.1710321903228759,41.0,2,NORMAL,False,0.07
52481,10.1.17.2,0,100.0,1,53,SF,1,udp,10.1.17.215,0.1081039905548095,35.0,2,NORMAL,False,0.0
50188,10.1.17.2,0,3692.0,8,389,RSTR,9,tcp,10.1.17.215,0.0036749839782714,2617.0,1,NORMAL,False,0.055
50140,217.70.186.109,0,4854.0,13,443,SF,13,tcp,10.1.17.215,30.84422397613525,2489.0,1,ANOMALIE,True,0.735
50134,82.221.136.26,0,2231551.0,1636,443,SF,834,tcp,10.1.17.215,74.27672100067139,2714.0,1,NORMAL,False,0.42
50166,52.32.135.66,0,10051.0,23,443,SF,20,tcp,10.1.17.215,60.25787591934204,3101.0,1,NORMAL,False,0.45
50179,44.237.90.153,0,6402.0,18,443,SF,16,tcp,10.1.17.215,60.26007699966431,2573.0,1,ANOMALIE,True,0.715
59817,10.1.17.2,0,208.0,1,389,SF,1,udp,10.1.17.215,0.0005600452423095,233.0,2,NORMAL,False,0.3492
50169,157.240.24.35,0,3361.0,15,443,SF,14,tcp,10.1.17.215,65.1784119606018,2490.0,1,ANOMALIE,True,0.885
49765,10.1.17.2,0,1809.0,6,88,RSTR,6,tcp,10.1.17.215,0.0023810863494873,1861.0,1,NORMAL,False,0.0
49768,10.1.17.2,0,1709.0,6,88,RSTR,6,tcp,10.1.17.215,0.001796007156372,1679.0,1,NORMAL,False,0.0
138,10.1.17.255,0,0.0,0,138,S0,9,udp,10.1.17.215,9.07121992111206,1737.0,2,NORMAL,False,0.1125
49774,10.1.17.2,0,431.0,5,389,RSTR,7,tcp,10.1.17.215,0.004591941833496,2353.0,1,NORMAL,False,0.0
49777,10.1.17.2,0,1869.0,10,49668,RSTO,13,tcp,10.1.17.215,0.8888280391693115,3796.0,1,NORMAL,False,0.035
51347,10.1.17.2,0,124.0,1,53,SF,1,udp,10.1.17.215,0.0001890659332275,42.0,2,NORMAL,False,0.0
50158,208.89.12.153,0,168689.0,143,443,SF,97,tcp,10.1.17.215,180.3631238937378,2602.0,1,NORMAL,False,0.44
49685,52.109.0.142,0,9865.0,13,443,SF,16,tcp,10.1.17.215,110.01680302619934,2219.0,1,ANOMALIE,True,0.54
49783,204.79.197.203,0,6677.0,15,443,RSTR,10,tcp,10.1.17.215,4.578627109527588,2434.0,1,NORMAL,False,0.395
49787,204.79.197.203,0,9182.0,24,443,SF,18,tcp,10.1.17.215,3.3875749111175537,3251.0,1,NORMAL,False,0.105
56495,10.1.17.2,0,88.0,1,53,SF,1,udp,10.1.17.215,0.0374748706817626,29.0,2,NORMAL,False,0.0
50004,10.1.17.2,0,106.0,1,53,SF,1,udp,10.1.17.215,0.0580420494079589,32.0,2,NORMAL,False,0.0
50150,23.55.125.176,0,16830.0,59,443,SF,50,tcp,10.1.17.215,454.7249481678009,33541.0,1,NORMAL,False,0.38
50218,23.205.110.136,0,0.0,1,443,RSTO,2,tcp,10.1.17.215,0.0585920810699462,0.0,1,ANOMALIE,True,0.9425
50223,10.1.17.2,0,3693.0,8,389,RSTR,8,tcp,10.1.17.215,0.0040979385375976,2600.0,1,NORMAL,False,0.055
50224,20.190.135.3,0,5158.0,9,443,RSTO,15,tcp,10.1.17.215,0.4699711799621582,1041.0,1,NORMAL,False,0.03
51355,239.255.255.250,0,0.0,0,1900,S0,8,udp,10.1.17.215,6.021821975708008,1096.0,2,NORMAL,False,0.1125
49562,10.1.17.2,0,295.0,1,53,SF,1,udp,10.1.17.215,0.0567359924316406,30.0,2,NORMAL,False,0.3953
59745,10.1.17.2,0,78.0,1,53,SF,1,udp,10.1.17.215,0.1006879806518554,45.0,2,NORMAL,False,0.0
49711,23.207.166.9,0,7105.0,11,443,SF,11,tcp,10.1.17.215,109.19893908500671,911.0,1,NORMAL,False,0.18
49718,23.207.166.9,0,6669.0,11,443,SF,11,tcp,10.1.17.215,108.96434903144836,877.0,1,NORMAL,False,0.18
49719,23.207.166.9,0,6669.0,11,443,SF,11,tcp,10.1.17.215,108.93357801437378,877.0,1,NORMAL,False,0.18
49737,23.207.166.9,0,7658.0,11,443,SF,11,tcp,10.1.17.215,107.66707301139832,670.0,1,NORMAL,False,0.205
137,169.254.255.255,0,0.0,0,137,S0,24,udp,169.254.168.209,21.752161979675293,1632.0,2,NORMAL,False,0.1725
49716,23.207.166.9,0,7090.0,11,443,SF,11,tcp,10.1.17.215,109.20923185348512,911.0,1,NORMAL,False,0.19
49680,10.1.17.2,0,1885.0,6,88,RSTR,6,tcp,10.1.17.215,0.0037529468536376,1913.0,1,NORMAL,False,0.025
49733,52.158.246.138,0,3102.0,10,443,SF,14,tcp,10.1.17.215,110.03471493721008,1301.0,1,NORMAL,False,0.215
58265,10.1.17.2,0,524.0,4,53,SF,4,udp,10.1.17.215,17.938196897506714,151.0,2,NORMAL,False,0.0467
51412,10.1.17.2,0,712.0,6,53,SF,6,udp,10.1.17.215,30.411257028579712,216.0,2,NORMAL,False,0.1248
54778,23.205.110.145,0,115204.0,102,443,SF,59,udp,10.1.17.215,0.2026669979095459,6828.0,2,NORMAL,False,0.0678
50088,20.10.31.115,0,5098.0,17,443,S1,18,tcp,10.1.17.215,517.0659029483795,2639.0,1,ANOMALIE,True,0.62
49786,23.220.103.8,0,63043.0,59,443,SF,46,tcp,10.1.17.215,107.33920097351074,1626.0,1,ANOMALIE,True,0.585
58265,10.1.17.2,0,106.0,1,53,SF,1,udp,10.1.17.215,0.0002000331878662,35.0,2,NORMAL,False,0.0
62553,10.1.17.2,0,109.0,1,53,SF,2,udp,10.1.17.215,0.0537459850311279,58.0,2,NORMAL,False,0.0
65065,10.1.17.2,0,69.0,1,53,SF,2,udp,10.1.17.215,0.0614790916442871,74.0,2,NORMAL,False,0.0
59705,10.1.17.2,0,94.0,1,53,SF,2,udp,10.1.17.215,0.0533809661865234,60.0,2,NORMAL,False,0.005
49802,10.1.17.2,0,3692.0,8,389,RSTR,9,tcp,10.1.17.215,0.0059671401977539,2599.0,1,NORMAL,False,0.055
49795,13.107.42.16,0,7725.0,18,443,RSTO,14,tcp,10.1.17.215,0.3536210060119629,2932.0,1,NORMAL,False,0.0
49798,142.250.115.101,0,10134.0,18,443,RSTO,15,tcp,10.1.17.215,0.3247900009155273,2552.0,1,NORMAL,False,0.02
49804,142.251.186.132,0,0.0,1,443,RSTO,2,tcp,10.1.17.215,0.0518190860748291,0.0,1,ANOMALIE,True,0.9425
49812,10.1.17.2,0,3692.0,8,389,RSTR,9,tcp,10.1.17.215,0.0071558952331542,2599.0,1,NORMAL,False,0.055
49806,13.107.246.57,0,7108.0,11,443,RSTO,9,tcp,10.1.17.215,0.4534480571746826,2290.0,1,NORMAL,False,0.03
49810,204.79.197.239,0,6964.0,16,443,RSTO,14,tcp,10.1.17.215,0.368459939956665,3111.0,1,NORMAL,False,0.01
49814,142.251.186.132,0,10463.0,11,443,RSTO,12,tcp,10.1.17.215,0.1195149421691894,1740.0,1,NORMAL,False,0.05
59588,10.1.17.2,0,124.0,1,53,SF,1,udp,10.1.17.215,0.0005500316619873,42.0,2,NORMAL,False,0.0
58427,10.1.17.2,0,160.0,1,53,SF,1,udp,10.1.17.215,0.0001471042633056,89.0,2,NORMAL,False,0.04
49694,185.188.32.26,0,398.0,6,80,SF,9,tcp,10.1.17.215,0.644402027130127,949.0,1,NORMAL,False,0.0
49701,10.1.17.2,0,1885.0,6,88,RSTR,6,tcp,10.1.17.215,0.0039870738983154,1913.0,1,NORMAL,False,0.025
138,169.254.255.255,0,0.0,0,138,S0,12,udp,169.254.168.209,16.2781240940094,2325.0,2,NORMAL,False,0.1975
49697,10.1.17.2,0,376.0,5,135,SF,7,tcp,10.1.17.215,18.50573801994324,328.0,1,NORMAL,False,0.0
49744,10.1.17.2,0,216.0,4,88,RSTR,4,tcp,10.1.17.215,0.0017240047454833,242.0,1,NORMAL,False,0.0
49748,10.1.17.2,0,3692.0,8,389,RSTR,9,tcp,10.1.17.215,0.0056538581848144,2599.0,1,NORMAL,False,0.055
49749,20.190.135.16,0,5157.0,9,443,RSTO,12,tcp,10.1.17.215,1.324862003326416,1040.0,1,NORMAL,False,0.215
57600,10.1.17.2,0,1456.0,7,389,SF,7,udp,10.1.17.215,0.0009429454803466,1629.0,2,NORMAL,False,0.0913
49756,10.1.17.2,0,3692.0,9,389,RSTR,9,tcp,10.1.17.215,0.005807876586914,2617.0,1,NORMAL,False,0.055
51412,10.1.17.2,0,2384.0,19,53,SF,19,udp,10.1.17.215,63.11749005317688,929.0,2,NORMAL,False,0.327
5353,224.0.0.251,0,0.0,0,5353,S0,4,udp,10.1.17.215,1.0038371086120603,156.0,2,NORMAL,False,0.01
137,10.1.17.255,0,0.0,0,137,S0,17,udp,10.1.17.215,16.22977900505066,1156.0,2,NORMAL,False,0.1775
49742,10.1.17.2,0,644.0,4,135,RSTO,7,tcp,10.1.17.215,1.567573070526123,496.0,1,NORMAL,False,0.065
49752,10.1.17.2,0,1909.0,6,88,RSTR,6,tcp,10.1.17.215,0.0046849250793457,1917.0,1,NORMAL,False,0.02
49698,10.1.17.2,0,1493.0,10,49668,SF,12,tcp,10.1.17.215,48.51214408874512,3471.0,1,NORMAL,False,0.085
49779,10.1.17.2,0,3692.0,9,389,RSTR,10,tcp,10.1.17.215,0.0060341358184814,2599.0,1,NORMAL,False,0.055
49780,20.190.135.16,0,5158.0,9,443,RSTO,15,tcp,10.1.17.215,0.8316459655761719,1040.0,1,NORMAL,False,0.215
49760,10.1.17.2,0,644.0,6,135,SF,9,tcp,10.1.17.215,26.301777124404907,496.0,1,NORMAL,False,0.03
58265,10.1.17.2,0,2267.0,18,53,SF,18,udp,10.1.17.215,88.94661784172058,1024.0,2,NORMAL,False,0.462
51351,10.1.17.2,0,208.0,1,389,SF,1,udp,10.1.17.215,0.0003190040588378,233.0,2,NORMAL,False,0.3492
49782,204.79.197.203,0,6677.0,15,443,RSTR,10,tcp,10.1.17.215,4.578783988952637,2370.0,1,NORMAL,False,0.41
61106,10.1.17.2,0,108.0,1,53,SF,1,udp,10.1.17.215,0.0376899242401123,33.0,2,NORMAL,False,0.0
49754,10.1.17.2,0,1869.0,10,49668,RSTO,12,tcp,10.1.17.215,0.0312268733978271,3815.0,1,NORMAL,False,0.0
49759,10.1.17.2,0,1707.0,6,88,RSTR,6,tcp,10.1.17.215,0.0024871826171875,1677.0,1,NORMAL,False,0.0
53828,10.1.17.2,0,123.0,1,53,SF,1,udp,10.1.17.215,0.0004489421844482,30.0,2,NORMAL,False,0.0
49762,10.1.17.2,0,4897.0,8,389,RSTR,11,tcp,10.1.17.215,0.0908589363098144,3405.0,1,NORMAL,False,0.015
49734,23.207.166.9,0,7658.0,11,443,SF,11,tcp,10.1.17.215,108.33448481559752,670.0,1,NORMAL,False,0.205
49712,23.207.166.9,0,7090.0,11,443,SF,11,tcp,10.1.17.215,109.19917416572572,910.0,1,NORMAL,False,0.19
49723,23.207.166.9,0,6669.0,11,443,SF,11,tcp,10.1.17.215,108.88470005989076,877.0,1,NORMAL,False,0.18
49778,10.1.17.2,0,3659.0,9,389,RSTR,11,tcp,10.1.17.215,0.0161030292510986,3129.0,1,NORMAL,False,0.04
49720,23.207.166.9,0,6669.0,11,443,SF,11,tcp,10.1.17.215,108.91789197921752,877.0,1,NORMAL,False,0.18
49781,20.44.239.154,0,4529.0,11,443,SF,13,tcp,10.1.17.215,1.518707036972046,1574.0,1,NORMAL,False,0.385
49735,23.207.166.9,0,7658.0,11,443,SF,11,tcp,10.1.17.215,108.12328290939332,670.0,1,NORMAL,False,0.205
51412,10.1.17.2,0,482.0,4,53,SF,4,udp,10.1.17.215,8.816759824752808,176.0,2,NORMAL,False,0.0678
49741,23.207.166.9,0,7658.0,11,443,SF,11,tcp,10.1.17.215,106.5664758682251,671.0,1,NORMAL,False,0.205
49739,23.207.166.9,0,7658.0,11,443,SF,11,tcp,10.1.17.215,107.21730709075928,670.0,1,NORMAL,False,0.205
49729,52.143.124.236,0,3101.0,10,443,SF,14,tcp,10.1.17.215,110.07006096839903,1303.0,1,NORMAL,False,0.215
49732,52.175.242.182,0,3102.0,10,443,SF,13,tcp,10.1.17.215,110.07623386383057,1301.0,1,NORMAL,False,0.215
49790,20.189.173.8,0,5043.0,23,443,SF,33,tcp,10.1.17.215,1.5115549564361572,18959.0,1,ANOMALIE,True,0.51
51412,10.1.17.2,0,106.0,1,53,SF,1,udp,10.1.17.215,0.0001599788665771,35.0,2,NORMAL,False,0.0
3,10.1.17.2,0,0.0,0,3,OTH,2,icmp,10.1.17.215,1.6402199268341064,222.0,0,NORMAL,False,0.1392
62157,10.1.17.2,0,207.0,1,53,SF,1,udp,10.1.17.215,0.0675370693206787,29.0,2,NORMAL,False,0.2535
58265,10.1.17.2,0,234.0,1,53,SF,2,udp,10.1.17.215,0.0442349910736084,64.0,2,NORMAL,False,0.0832
49792,45.125.66.32,0,2598459.0,1918,2917,SF,927,tcp,10.1.17.215,2.2250781059265137,1144.0,1,NORMAL,False,0.225
55551,10.1.17.2,0,51.0,1,53,SF,2,udp,10.1.17.215,0.0530478954315185,70.0,2,NORMAL,False,0.0
59893,10.1.17.2,0,75.0,1,53,SF,2,udp,10.1.17.215,0.3638551235198974,58.0,2,NORMAL,False,0.0
58868,10.1.17.2,0,86.0,1,53,SF,2,udp,10.1.17.215,0.0485610961914062,68.0,2,NORMAL,False,0.005
51955,10.1.17.2,0,61.0,1,53,SF,2,udp,10.1.17.215,0.1676208972930908,58.0,2,NORMAL,False,0.0
49801,10.1.17.2,0,3659.0,9,389,RSTR,11,tcp,10.1.17.215,0.0173869132995605,3129.0,1,NORMAL,False,0.04
49796,13.107.246.57,0,9001.0,17,443,RSTO,16,tcp,10.1.17.215,0.3517279624938965,2984.0,1,NORMAL,False,0.005
49797,13.107.21.239,0,7949.0,19,443,RSTO,16,tcp,10.1.17.215,0.3489840030670166,3114.0,1,NORMAL,False,0.0
49805,13.107.21.239,0,0.0,1,443,RSTO,2,tcp,10.1.17.215,0.041978120803833,0.0,1,ANOMALIE,True,0.9425
49811,10.1.17.2,0,803.0,7,389,RSTR,9,tcp,10.1.17.215,0.0159361362457275,2779.0,1,NORMAL,False,0.0
49807,13.107.42.16,0,7726.0,18,443,RSTO,14,tcp,10.1.17.215,0.453873872756958,2931.0,1,NORMAL,False,0.0
49714,23.207.166.9,0,7090.0,11,443,SF,11,tcp,10.1.17.215,109.2029709815979,911.0,1,NORMAL,False,0.19
49713,23.207.166.9,0,7106.0,11,443,SF,11,tcp,10.1.17.215,109.20359897613524,914.0,1,NORMAL,False,0.18
49725,23.207.166.9,0,6670.0,11,443,SF,11,tcp,10.1.17.215,108.85383605957033,877.0,1,NORMAL,False,0.18
49722,23.207.166.9,0,6670.0,11,443,SF,11,tcp,10.1.17.215,108.90689992904665,877.0,1,NORMAL,False,0.18
49703,10.1.17.2,0,981.0,10,49668,SF,12,tcp,10.1.17.215,49.50232815742493,3693.0,1,NORMAL,False,0.02
49715,23.207.166.9,0,7090.0,11,443,SF,11,tcp,10.1.17.215,109.21037578582764,911.0,1,NORMAL,False,0.19
49726,52.175.242.182,0,3101.0,10,443,SF,14,tcp,10.1.17.215,110.0680649280548,1303.0,1,NORMAL,False,0.215
58266,10.1.17.2,0,208.0,1,389,SF,1,udp,10.1.17.215,0.0003058910369873,233.0,2,NORMAL,False,0.3492
49727,52.175.242.182,0,3101.0,11,443,SF,13,tcp,10.1.17.215,110.08427810668944,1303.0,1,NORMAL,False,0.215
49674,52.109.0.91,0,5714.0,14,443,RSTO,18,tcp,10.1.17.215,132.2282259464264,881.0,1,NORMAL,False,0.095
49767,10.1.17.2,0,1885.0,6,88,RSTR,6,tcp,10.1.17.215,0.0026209354400634,1907.0,1,NORMAL,False,0.025
49791,20.189.173.8,0,4784.0,16,443,SF,20,tcp,10.1.17.215,1.0124199390411377,7044.0,1,NORMAL,False,0.39
58265,10.1.17.2,0,502.0,4,53,SF,4,udp,10.1.17.215,30.390599966049194,152.0,2,NORMAL,False,0.0553
58267,10.1.17.2,0,208.0,1,389,SF,1,udp,10.1.17.215,0.0003168582916259,233.0,2,NORMAL,False,0.3492
51412,10.1.17.2,0,106.0,1,53,SF,1,udp,10.1.17.215,0.0002191066741943,35.0,2,NORMAL,False,0.0
58265,10.1.17.2,0,106.0,1,53,SF,1,udp,10.1.17.215,0.0001699924468994,35.0,2,NORMAL,False,0.0
51412,10.1.17.2,0,106.0,1,53,SF,1,udp,10.1.17.215,0.0001649856567382,35.0,2,NORMAL,False,0.0
58265,10.1.17.2,0,106.0,1,53,SF,1,udp,10.1.17.215,1.9073486328125e-06,35.0,2,NORMAL,False,0.0
49775,23.96.180.189,0,5081.0,13,443,RSTR,15,tcp,10.1.17.215,128.03386116027832,2348.0,1,ANOMALIE,True,0.905
49788,204.79.197.203,0,6651.0,15,443,RSTR,10,tcp,10.1.17.215,3.127300977706909,2364.0,1,NORMAL,False,0.395
49784,204.79.197.203,0,18958.0,35,443,SF,23,tcp,10.1.17.215,3.815738916397095,3762.0,1,NORMAL,False,0.1
50086,52.156.123.84,0,3208.0,10,443,SF,13,tcp,10.1.17.215,0.4979732036590576,673.0,1,NORMAL,False,0.005
58958,10.1.17.2,0,193.0,2,53,SF,2,udp,10.1.17.215,0.0031781196594238,177.0,2,NORMAL,False,0.119
62933,10.1.17.2,0,124.0,1,53,SF,1,udp,10.1.17.215,0.0002031326293945,42.0,2,NORMAL,False,0.0
52583,10.1.17.2,0,50.0,1,53,SF,1,udp,10.1.17.215,0.0443859100341796,34.0,2,NORMAL,False,0.0
123,10.1.17.2,0,120.0,1,123,SF,1,udp,10.1.17.215,0.0008630752563476,120.0,2,NORMAL,False,0.0
5353,224.0.0.251,0,0.0,0,5353,S0,2,udp,10.1.17.215,0.9987502098083496,86.0,2,NORMAL,False,0.01
50200,10.1.17.2,0,3660.0,9,389,RSTR,11,tcp,10.1.17.215,0.0145189762115478,3130.0,1,NORMAL,False,0.04
50203,52.191.219.104,0,4529.0,12,443,SF,13,tcp,10.1.17.215,0.615041971206665,1574.0,1,NORMAL,False,0.375
51148,10.1.17.2,0,456.0,2,53,SF,3,udp,10.1.17.215,1.0003859996795654,141.0,2,NORMAL,False,0.0889
50102,23.205.110.137,0,19324.0,26,443,S3,27,tcp,10.1.17.215,120.31606101989746,1174.0,1,NORMAL,False,0.22
50213,10.1.17.2,0,3660.0,9,389,RSTR,11,tcp,10.1.17.215,0.014394998550415,3130.0,1,NORMAL,False,0.04
59156,10.1.17.2,0,489.0,3,53,SF,4,udp,10.1.17.215,0.6226871013641357,245.0,2,NORMAL,False,0.1256
50181,104.18.8.76,0,4437.0,21,443,SF,20,tcp,10.1.17.215,400.18256402015686,2429.0,1,ANOMALIE,True,0.715
50147,23.55.125.176,0,14644.0,49,443,SF,46,tcp,10.1.17.215,454.7239367961884,28510.0,1,NORMAL,False,0.35
50145,23.55.125.176,0,83182.0,102,443,SF,71,tcp,10.1.17.215,455.49466609954834,27944.0,1,NORMAL,False,0.33
50155,34.120.154.120,0,6392.0,23,443,SF,25,tcp,10.1.17.215,453.6932499408722,2556.0,1,ANOMALIE,True,0.56
50220,10.1.17.2,0,644.0,4,135,RSTO,7,tcp,10.1.17.215,0.5256381034851074,496.0,1,NORMAL,False,0.045
50210,20.96.153.111,0,5081.0,11,443,RSTO,18,tcp,10.1.17.215,89.14511299133301,2348.0,1,ANOMALIE,True,0.9
50226,10.1.17.2,0,1841.0,6,88,RSTR,6,tcp,10.1.17.215,0.0038769245147705,1869.0,1,NORMAL,False,0.0
58447,224.0.0.252,0,0.0,0,5355,S0,2,udp,169.254.168.209,0.4123439788818359,66.0,2,NORMAL,False,0.0
49678,10.1.17.2,0,244.0,4,88,RSTR,4,tcp,10.1.17.215,0.0019989013671875,247.0,1,NORMAL,False,0.0
49673,13.89.179.11,0,4720.0,13,443,SF,15,tcp,10.1.17.215,0.5552041530609131,1826.0,1,NORMAL,False,0.355
53290,10.1.17.2,0,124.0,1,53,SF,1,udp,10.1.17.215,0.0002558231353759,42.0,2,NORMAL,False,0.0
56004,10.1.17.2,0,467.0,3,53,SF,3,udp,10.1.17.215,0.6697750091552734,141.0,2,NORMAL,False,0.0489
49692,185.188.32.26,0,398.0,6,80,SF,9,tcp,10.1.17.215,0.6327219009399414,948.0,1,NORMAL,False,0.0
49699,10.1.17.2,0,244.0,4,88,RSTR,4,tcp,10.1.17.215,0.0019850730895996,247.0,1,NORMAL,False,0.0
49696,185.188.32.26,0,398.0,6,80,SF,9,tcp,10.1.17.215,0.6396558284759521,949.0,1,NORMAL,False,0.0
49745,10.1.17.2,0,1805.0,5,88,RSTR,5,tcp,10.1.17.215,0.0028460025787353,322.0,1,NORMAL,False,0.0
49746,10.1.17.2,0,1867.0,6,88,RSTR,6,tcp,10.1.17.215,0.0039551258087158,1895.0,1,NORMAL,False,0.0
49743,10.1.17.2,0,1869.0,10,49668,RSTO,13,tcp,10.1.17.215,1.5633199214935305,3797.0,1,NORMAL,False,0.065
50225,10.1.17.2,0,5501.0,28,445,RSTO,32,tcp,10.1.17.215,120.0882339477539,8267.0,1,ANOMALIE,True,0.71
49751,10.1.17.2,0,1866.0,14,49684,SF,17,tcp,10.1.17.215,12.591341972351074,5052.0,1,NORMAL,False,0.07
49753,10.1.17.2,0,644.0,4,135,RSTO,6,tcp,10.1.17.215,0.0354838371276855,496.0,1,NORMAL,False,0.0
49758,10.1.17.2,0,1859.0,6,88,RSTR,6,tcp,10.1.17.215,0.004347801208496,1886.0,1,NORMAL,False,0.0
49764,10.1.17.2,0,590.0,6,389,RSTR,8,tcp,10.1.17.215,0.0153901576995849,2644.0,1,NORMAL,False,0.0
49766,10.1.17.2,0,590.0,6,389,RSTR,9,tcp,10.1.17.215,0.061903953552246,2638.0,1,NORMAL,False,0.0
50152,23.55.125.163,0,43948.0,46,443,SF,31,tcp,10.1.17.215,120.28787398338318,3988.0,1,ANOMALIE,True,0.56
50160,23.55.124.236,0,7316.0,46,443,SF,37,tcp,10.1.17.215,122.49079608917236,3753.0,1,ANOMALIE,True,0.68
3,10.1.17.2,0,0.0,0,3,OTH,2,icmp,10.1.17.215,1.519802808761597,294.0,0,NORMAL,False,0.1392
65330,23.219.160.172,0,39109.0,52,443,SF,32,udp,10.1.17.215,1.6673798561096191,5127.0,2,NORMAL,False,0.117
50189,13.107.21.239,0,9521.0,37,443,RSTR,32,tcp,10.1.17.215,131.95299983024597,19789.0,1,ANOMALIE,True,0.545
50163,208.89.12.91,0,17777.0,28,443,SF,26,tcp,10.1.17.215,182.24334192276,2999.0,1,ANOMALIE,True,0.51
50170,142.251.116.155,0,7381.0,24,443,SF,20,tcp,10.1.17.215,240.2323179244995,2542.0,1,ANOMALIE,True,0.59
50199,10.1.17.2,0,1869.0,10,49668,RSTO,13,tcp,10.1.17.215,0.9735910892486572,3797.0,1,NORMAL,False,0.035
50205,10.1.17.2,0,1841.0,6,88,RSTR,6,tcp,10.1.17.215,0.0038549900054931,1869.0,1,NORMAL,False,0.0
50183,35.71.139.29,0,5728.0,17,443,SF,17,tcp,10.1.17.215,257.6098301410675,1823.0,1,ANOMALIE,True,0.605
59156,10.1.17.2,0,447.0,3,53,SF,3,udp,10.1.17.215,9.836972951889038,201.0,2,NORMAL,False,0.1413
50208,10.1.17.2,0,3288.0,7,389,RSTR,9,tcp,10.1.17.215,0.0086669921875,2704.0,1,NORMAL,False,0.025
50184,3.82.67.153,0,3613.0,15,443,RSTR,11,tcp,10.1.17.215,150.28737592697144,1946.0,1,ANOMALIE,True,0.825
50211,10.1.17.2,0,644.0,4,135,RSTO,7,tcp,10.1.17.215,0.6279280185699463,496.0,1,NORMAL,False,0.045
50175,208.89.12.87,0,9847.0,23,443,SF,22,tcp,10.1.17.215,181.138818025589,3474.0,1,ANOMALIE,True,0.51
61347,10.1.17.2,0,278.0,1,53,SF,1,udp,10.1.17.215,0.0406649112701416,43.0,2,NORMAL,False,0.3053
63209,10.1.17.2,0,208.0,1,389,SF,1,udp,10.1.17.215,0.0006060600280761,276.0,2,NORMAL,False,0.3492
50149,23.55.125.176,0,79525.0,98,443,SF,67,tcp,10.1.17.215,454.7233901023865,28138.0,1,NORMAL,False,0.33
50153,151.101.1.181,0,28957.0,45,443,SF,33,tcp,10.1.17.215,454.2985529899597,2431.0,1,NORMAL,False,0.445
50102,23.205.110.137,0,0.0,0,443,SH,5,tcp,10.1.17.215,4.5364720821380615,0.0,1,ANOMALIE,True,0.7354
50221,10.1.17.2,0,1870.0,10,49668,RSTO,13,tcp,10.1.17.215,0.5219519138336182,3798.0,1,NORMAL,False,0.035
50219,23.205.110.137,0,1014.0,18,443,RSTO,21,tcp,10.1.17.215,3.534495115280152,8908.0,1,NORMAL,False,0.04
50204,10.1.17.2,0,3288.0,7,389,RSTR,8,tcp,10.1.17.215,0.0122411251068115,2704.0,1,NORMAL,False,0.025
61591,10.1.17.2,0,295.0,1,53,SF,1,udp,10.1.17.215,0.076625108718872,30.0,2,NORMAL,False,0.3953
49679,10.1.17.2,0,1851.0,5,88,RSTR,5,tcp,10.1.17.215,0.0028917789459228,327.0,1,NORMAL,False,0.0
50209,10.1.17.2,0,432.0,6,389,RSTR,7,tcp,10.1.17.215,0.0038769245147705,2354.0,1,NORMAL,False,0.0
57598,10.1.17.2,0,292.0,2,53,SF,2,udp,10.1.17.215,0.5779199600219727,84.0,2,NORMAL,False,0.06
50217,23.41.240.115,0,7627.0,9,443,RSTO,9,tcp,10.1.17.215,10.122309923171995,671.0,1,NORMAL,False,0.03
49724,23.207.166.9,0,6669.0,11,443,SF,11,tcp,10.1.17.215,108.88865113258362,880.0,1,NORMAL,False,0.18
49728,52.143.124.236,0,3102.0,10,443,SF,14,tcp,10.1.17.215,110.06392407417296,1303.0,1,NORMAL,False,0.215
49676,52.109.0.142,0,0.0,2,443,RSTO,2,tcp,10.1.17.215,1.0934789180755615,0.0,1,ANOMALIE,True,0.953
62711,10.1.17.2,0,104.0,1,53,SF,1,udp,10.1.17.215,0.0454380512237548,29.0,2,NORMAL,False,0.0
49763,10.1.17.2,0,3698.0,8,389,RSTR,10,tcp,10.1.17.215,0.0340099334716796,3402.0,1,NORMAL,False,0.03
62892,10.1.17.2,0,274.0,1,53,SF,1,udp,10.1.17.215,0.077157974243164,29.0,2,NORMAL,False,0.2803
49773,10.1.17.2,0,1841.0,6,88,RSTR,6,tcp,10.1.17.215,0.0040130615234375,1868.0,1,NORMAL,False,0.0
51412,10.1.17.2,0,106.0,1,53,SF,1,udp,10.1.17.215,0.0001218318939208,35.0,2,NORMAL,False,0.0
49761,10.1.17.2,0,2037.0,14,49668,SF,17,tcp,10.1.17.215,56.30074214935303,4325.0,1,NORMAL,False,0.155
49789,23.205.110.12,0,9567.0,23,443,SF,18,tcp,10.1.17.215,2.159296989440918,2788.0,1,NORMAL,False,0.125
56379,10.1.17.2,0,78.0,1,53,SF,1,udp,10.1.17.215,0.0376880168914794,33.0,2,NORMAL,False,0.0
59502,10.1.17.2,0,74.0,1,53,SF,1,udp,10.1.17.215,0.0453159809112548,29.0,2,NORMAL,False,0.0
50462,10.1.17.2,0,164.0,1,53,SF,1,udp,10.1.17.215,0.0004489421844482,30.0,2,NORMAL,False,0.005
51412,10.1.17.2,0,106.0,1,53,SF,1,udp,10.1.17.215,0.000288963317871,35.0,2,NORMAL,False,0.0
